"","main_category","subcategory","loc_state","loc_name","goal","state","face.like","face_followers","youtube_videos","youtube_subscriptors","youtube_views","instagram_followers","twitter_followers","PCE","dif_launch_end","dif_create_end","dif_create_launch"
"1","Journalism","Photo","","",2000,"successful",0,0,0,0,0,"0",0,47915,89,90,1
"2","Comics","Webcomics","AK","Kenai",7500,"failed",0,0,56,5,3256,"0",0,54331,23,41,18
"4","Publishing","Literary Spaces","AK","Juneau",5000,"successful",0,1771,0,0,0,"0",0,54331,30,74,44
"6","Comics","Webcomics","AK","Anchorage",500,"failed",0,0,0,0,0,"0",61,54331,30,43,13
"12","Comics","Webcomics","AL","Birmingham",8000,"successful",0,0,0,0,0,"0",0,39657,60,71,11
"16","Music","R&B","AL","Birmingham",2500,"successful",2570,2643,4,102,2712,"0",0,39657,36,44,8
"18","Comics","Webcomics","AL","Birmingham",1500,"failed",0,0,0,0,0,"0",0,39657,21,22,1
"21","Theater","Spaces","AR","Fort Smith",300,"failed",0,0,0,0,0,"0",0,39044,38,39,1
"23","Publishing","Literary Spaces","AR","Little Rock",10000,"successful",0,0,0,0,0,"0",0,39044,30,61,31
"24","Film & Video","Comedy","AR","Little Rock",1900,"successful",0,0,0,0,0,"0",0,39044,17,490,473
"25","Comics","Webcomics","AR","West Memphis",4200,"failed",0,0,0,0,0,"0",0,39044,30,159,129
"26","Comics","Webcomics","AR","Conway",2700,"failed",0,0,0,0,0,"0",0,39044,60,60,0
"27","Comics","Webcomics","AZ","Tucson",3500,"successful",2888,2878,0,0,0,"8366",4014,44875,30,45,15
"28","Comics","Webcomics","AZ","Tucson",7500,"successful",2888,2878,0,0,0,"8366",4003,44875,30,34,4
"30","Design","Toys","AZ","Douglas",3000,"successful",0,0,0,0,0,"0",0,44875,30,82,52
"31","Theater","Spaces","AZ","Phoenix",1000,"successful",0,0,0,0,0,"0",0,44875,30,36,6
"32","Publishing","Literary Spaces","AZ","Phoenix",500,"failed",0,0,0,0,0,"0",0,44875,6,6,0
"33","Journalism","Photo","AZ","Fountain Hills",3000,"failed",0,0,0,0,0,"0",0,44875,60,61,1
"34","Theater","Spaces","AZ","Phoenix",20000,"failed",0,0,0,0,0,"0",0,44875,25,37,12
"35","Film & Video","Comedy","AZ","Tucson",4000,"successful",0,0,0,0,0,"0",354,44875,30,32,2
"36","Publishing","Literary Spaces","AZ","Tolleson",650,"successful",0,0,0,0,0,"0",0,44875,30,33,3
"37","Comics","Webcomics","AZ","Phoenix",15000,"successful",0,0,0,0,0,"0",12300,44875,30,99,69
"38","Journalism","Photo","AZ","Tucson",50000,"failed",0,0,0,0,0,"0",0,44875,30,32,2
"39","Design","Product Design","AZ","Prescott",8000,"successful",0,0,0,0,0,"0",0,44875,30,41,11
"40","Comics","Webcomics","AZ","Tempe",1500,"successful",240,248,0,0,0,"0",0,44875,45,51,6
"41","Comics","Webcomics","AZ","Tucson",5000,"successful",4544,4544,0,0,0,"0",1952,44875,30,55,25
"42","Comics","Webcomics","AZ","Tucson",7500,"successful",2888,2878,0,0,0,"8366",4003,44875,30,47,17
"44","Theater","Spaces","AZ","Phoenix",20000,"failed",5100,5700,81,507,38384,"3265",199,44875,31,68,37
"45","Theater","Spaces","AZ","Tucson",50000,"successful",1060,1205,0,0,0,"0",0,44875,45,110,65
"46","Theater","Spaces","AZ","Chandler",7900,"successful",0,0,0,0,0,"0",0,44875,30,57,27
"47","Comics","Webcomics","AZ","Sierra Vista",12500,"failed",0,0,0,0,0,"0",0,44875,45,60,15
"48","Comics","Webcomics","AZ","Gilbert",4300,"successful",543,639,0,0,0,"0",0,44875,31,75,44
"49","Journalism","Photo","AZ","Mesa",2000,"failed",0,0,0,0,0,"0",0,44875,30,30,0
"50","Food","Cookbooks","AZ","Winslow",1000,"successful",0,0,0,0,0,"747",623,44875,11,32,21
"51","Comics","Webcomics","AZ","Phoenix",1800,"successful",0,0,0,0,0,"0",1167,44875,30,41,11
"53","Food","Cookbooks","AZ","Phoenix",4000,"successful",0,0,0,0,0,"0",0,44875,30,135,105
"54","Comics","Webcomics","AZ","Phoenix",10000,"failed",0,0,517,4250,1028398,"0",0,44875,60,60,0
"55","Comics","Webcomics","AZ","Phoenix",18000,"successful",0,0,0,0,0,"4210",0,44875,30,139,109
"56","Journalism","Photo","AZ","Grand Canyon Village",1000,"failed",113,112,0,0,0,"0",0,44875,30,30,0
"57","Publishing","Literary Spaces","AZ","Phoenix",2000,"successful",0,0,0,0,0,"0",0,44875,12,27,15
"58","Design","Graphic Design","AZ","Phoenix",3500,"successful",3499,3653,0,0,0,"0",3304,44875,14,26,12
"61","Food","Cookbooks","AZ","Tucson",20000,"successful",0,0,0,0,0,"0",0,44875,31,70,39
"62","Comics","Webcomics","AZ","Chandler",3500,"failed",0,0,421,49300,3042101,"3813",1911,44875,36,290,254
"63","Film & Video","Comedy","AZ","Tempe",100,"successful",0,0,0,0,0,"0",0,44875,60,71,11
"64","Comics","Webcomics","AZ","Phoenix",3020,"failed",0,0,0,0,0,"0",0,44875,58,59,1
"67","Comics","Webcomics","AZ","Mesa",1000,"successful",0,0,0,0,0,"3071",0,44875,30,53,23
"68","Journalism","Photo","AZ","Phoenix",50000,"failed",0,0,0,0,0,"0",0,44875,30,35,5
"70","Design","Product Design","AZ","Glendale",2500,"successful",0,0,0,0,0,"0",0,44875,54,69,15
"71","Comics","Webcomics","AZ","Tucson",8000,"successful",2888,2878,0,0,0,"696",4014,44875,30,58,28
"72","Comics","Webcomics","AZ","Phoenix",15000,"successful",0,0,0,0,0,"0",12300,44875,30,140,110
"73","Comics","Webcomics","AZ","Phoenix",3000,"failed",0,0,0,0,0,"0",0,44875,30,78,48
"75","Comics","Webcomics","AZ","Chandler",3000,"successful",0,0,0,0,0,"0",0,44875,30,76,46
"76","Comics","Webcomics","AZ","Tucson",5000,"failed",0,0,0,0,0,"44",227,44875,30,52,22
"77","Comics","Webcomics","AZ","Phoenix",2000,"failed",0,0,0,0,0,"0",0,44875,57,60,3
"79","Technology","Sound","CA","Pasadena",10000,"successful",NA,NA,0,0,0,"0",0,53082,30,51,21
"80","Journalism","Photo","CA","San Francisco",25000,"successful",0,0,0,0,0,"0",0,53082,60,107,47
"81","Design","Product Design","CA","Los Angeles",10000,"successful",0,0,0,0,0,"0",0,53082,45,59,14
"83","Design","Toys","CA","Anaheim",2500,"successful",0,0,0,0,0,"0",1411,53082,25,75,50
"84","Technology","Sound","CA","San Jose",40000,"successful",50,53,0,0,0,"88",20,53082,30,114,84
"85","Film & Video","Comedy","CA","Los Angeles",10000,"successful",0,0,0,0,0,"0",0,53082,30,53,23
"87","Comics","Webcomics","CA","North Hollywood",500,"failed",0,0,0,0,0,"0",0,53082,60,62,2
"88","Comics","Webcomics","CA","Mountain View",25000,"successful",0,0,0,0,0,"0",23400,53082,33,78,45
"89","Film & Video","Comedy","CA","Los Angeles",2000,"successful",0,0,0,0,0,"0",0,53082,30,39,9
"91","Food","Cookbooks","CA","Los Angeles",7000,"successful",0,1332,0,0,0,"0",0,53082,45,51,6
"92","Music","R&B","CA","Los Angeles",11000,"successful",0,0,0,0,0,"0",0,53082,31,46,15
"94","Technology","Sound","CA","Cupertino",50000,"successful",0,0,0,0,0,"0",0,53082,35,71,36
"95","Comics","Webcomics","CA","Los Angeles",8000,"successful",0,0,7,652,10726,"134000",4702,53082,30,86,56
"96","Technology","Sound","CA","Los Angeles",5000,"successful",0,0,0,0,0,"0",0,53082,30,55,25
"97","Music","R&B","CA","Los Angeles",500,"successful",0,0,0,0,0,"0",0,53082,19,19,0
"98","Publishing","Literary Spaces","CA","Bakersfield",70000,"failed",0,0,0,0,0,"0",0,53082,60,64,4
"99","Comics","Webcomics","CA","Huntington Beach",17000,"successful",0,0,0,0,0,"0",0,53082,30,133,103
"100","Design","Toys","CA","Los Angeles",7500,"successful",0,15000,0,0,0,"0",0,53082,26,54,28
"101","Design","Product Design","CA","San Francisco",10000,"successful",0,0,0,0,0,"17000",0,53082,14,59,45
"102","Technology","Sound","CA","Pasadena",20000,"successful",121,131,0,0,0,"0",0,53082,58,269,211
"103","Theater","Spaces","CA","Malibu",5500000,"failed",0,0,0,0,0,"0",0,53082,45,66,21
"104","Comics","Webcomics","CA","Los Angeles",2000,"successful",0,0,8,5860,52797,"25400",22700,53082,7,7,0
"107","Design","Design","CA","Los Angeles",1000,"successful",0,0,0,0,0,"0",0,53082,30,43,13
"108","Film & Video","Comedy","CA","Los Angeles",2300,"successful",0,0,0,0,0,"0",0,53082,12,20,8
"109","Film & Video","Comedy","CA","Los Angeles",4000,"successful",0,0,0,0,0,"0",0,53082,25,38,13
"110","Food","Cookbooks","CA","Hollywood",35000,"successful",0,0,0,0,0,"0",0,53082,39,73,34
"111","Design","Toys","CA","Sacramento",900,"successful",0,0,0,0,0,"5169",0,53082,18,30,12
"112","Technology","Sound","CA","Los Angeles",3000,"successful",0,0,0,0,0,"0",0,53082,40,49,9
"113","Design","Product Design","CA","California City",920,"successful",0,0,0,0,0,"0",0,53082,31,45,14
"114","Comics","Webcomics","CA","Los Angeles",1000,"successful",0,0,0,0,0,"0",0,53082,30,45,15
"115","Film & Video","Comedy","CA","North Hollywood",4000,"successful",0,0,0,0,0,"0",0,53082,60,67,7
"119","Comics","Webcomics","CA","Los Angeles",20000,"successful",0,0,0,0,0,"39400",9758,53082,31,73,42
"120","Design","Product Design","CA","Los Angeles",2000,"successful",0,0,0,0,0,"0",0,53082,30,34,4
"121","Design","Product Design","CA","San Francisco",5000,"successful",0,0,0,0,0,"0",0,53082,29,44,15
"122","Design","Product Design","CA","Irvine",5000,"successful",0,0,0,0,0,"0",0,53082,22,57,35
"123","Design","Product Design","CA","San Jose",5000,"successful",0,0,0,0,0,"0",0,53082,30,93,63
"125","Design","Toys","CA","Clovis",4000,"successful",0,0,131,2750,204261,"7739",0,53082,20,47,27
"126","Publishing","Literary Spaces","CA","Mount Hermon",200000,"failed",0,0,0,0,0,"0",0,53082,50,56,6
"128","Comics","Webcomics","CA","San Francisco",500,"successful",0,0,0,0,0,"0",0,53082,60,61,1
"129","Comics","Webcomics","CA","Los Angeles",4000,"successful",0,0,0,0,0,"87400",0,53082,28,48,20
"130","Design","Product Design","CA","Dublin",250,"successful",0,0,0,0,0,"0",0,53082,17,26,9
"131","Film & Video","Comedy","CA","Los Angeles",1400,"successful",0,0,0,0,0,"0",0,53082,30,33,3
"133","Music","R&B","CA","Los Angeles",3000,"successful",0,0,0,0,0,"0",92000,53082,30,30,0
"134","Film & Video","Comedy","CA","Los Angeles",50000,"successful",0,0,0,0,0,"0",0,53082,60,138,78
"135","Music","R&B","CA","San Francisco",25000,"successful",0,0,0,0,0,"0",448,53082,30,76,46
"136","Comics","Webcomics","CA","Los Angeles",350,"successful",0,6203,0,0,0,"39400",9758,53082,20,46,26
"138","Design","Interactive Design","CA","San Francisco",1000,"successful",0,0,0,0,0,"0",0,53082,30,32,2
"139","Theater","Spaces","CA","Fallbrook",11000,"failed",0,0,0,0,0,"0",0,53082,60,70,10
"141","Film & Video","Comedy","CA","Los Angeles",15000,"successful",0,0,0,0,0,"2473",0,53082,47,48,1
"142","Food","Cookbooks","CA","Newport Beach",5000,"successful",0,0,0,0,0,"30300",0,53082,29,30,1
"143","Film & Video","Comedy","CA","Palo Alto",20000,"successful",0,0,0,0,0,"111",0,53082,30,120,90
"145","Food","Cookbooks","CA","Los Angeles",38000,"successful",0,0,0,0,0,"10400",0,53082,14,69,55
"146","Comics","Webcomics","CA","Monterey",5000,"successful",0,0,0,0,0,"0",803,53082,31,84,53
"148","Comics","Webcomics","CA","Los Angeles",5000,"successful",2996,3084,0,0,0,"0",0,53082,31,82,51
"149","Music","R&B","CA","Los Angeles",1000,"successful",0,0,0,0,0,"0",0,53082,24,44,20
"150","Comics","Webcomics","CA","San Francisco",5000,"failed",0,0,0,0,0,"0",154,53082,60,60,0
"151","Film & Video","Comedy","CA","Los Angeles",2250,"successful",0,0,0,0,0,"0",0,53082,30,41,11
"152","Film & Video","Comedy","CA","Los Angeles",15000,"successful",0,0,0,0,0,"0",0,53082,39,57,18
"153","Music","R&B","CA","San Francisco",10000,"successful",0,2466,0,0,0,"0",0,53082,30,104,74
"155","Design","Graphic Design","CA","San Clemente",4000,"successful",0,0,0,0,0,"0",0,53082,30,44,14
"156","Food","Cookbooks","CA","San Francisco",850,"successful",0,0,0,0,0,"175",0,53082,30,84,54
"157","Film & Video","Comedy","CA","Los Angeles",3200,"successful",140,191,125,487,56587,"0",0,53082,30,74,44
"158","Music","R&B","CA","Los Angeles",2500,"successful",0,0,0,0,0,"1042",0,53082,22,103,81
"160","Design","Product Design","CA","Alameda",2000,"successful",0,0,0,0,0,"0",2773,53082,17,50,33
"161","Music","R&B","CA","Los Angeles",8750,"successful",0,0,0,0,0,"7",0,53082,33,33,0
"162","Comics","Webcomics","CA","Eureka",1000,"failed",0,0,0,0,0,"0",1228,53082,21,107,86
"163","Comics","Webcomics","CA","Berkeley",10000,"successful",0,0,0,0,0,"0",0,53082,51,118,67
"164","Journalism","Photo","CA","San Francisco",35000,"failed",0,0,0,0,0,"0",0,53082,60,66,6
"165","Technology","Sound","CA","Alameda",6000,"successful",0,0,0,0,0,"0",0,53082,30,32,2
"167","Comics","Webcomics","CA","Los Angeles",35000,"failed",0,0,0,6,0,"0",12,53082,31,35,4
"168","Music","R&B","CA","Los Angeles",1000,"successful",0,0,0,0,0,"0",0,53082,29,36,7
"169","Design","Product Design","CA","Los Angeles",2500,"successful",0,0,0,0,0,"0",0,53082,30,35,5
"170","Film & Video","Comedy","CA","Los Angeles",15000,"successful",0,0,0,0,0,"0",0,53082,30,41,11
"171","Comics","Webcomics","CA","Stockton",5000,"failed",0,0,0,0,0,"0",0,53082,50,50,0
"172","Design","Product Design","CA","San Francisco",5000,"successful",0,0,0,0,0,"0",85,53082,30,36,6
"173","Technology","Sound","CA","San Jose",5000,"successful",0,0,0,0,0,"0",0,53082,30,52,22
"174","Film & Video","Comedy","CA","Los Angeles",2300,"successful",0,0,0,0,0,"0",0,53082,19,30,11
"176","Design","Product Design","CA","San Francisco",5000,"successful",0,0,0,0,0,"0",0,53082,38,70,32
"177","Theater","Spaces","CA","San Diego",25000,"failed",0,0,0,0,0,"0",0,53082,31,72,41
"178","Technology","Sound","CA","Los Angeles",5000,"successful",0,0,0,0,0,"0",0,53082,30,41,11
"180","Comics","Webcomics","CA","Fresno",500,"failed",0,0,0,0,0,"0",0,53082,14,19,5
"182","Design","Product Design","CA","Redding",1200,"successful",0,0,0,0,0,"3028",66,53082,28,73,45
"183","Design","Product Design","CA","Martinez",5000,"successful",0,0,0,0,0,"0",0,53082,35,101,66
"184","Design","Product Design","CA","Los Angeles",4400,"successful",83,109,0,0,0,"0",0,53082,30,142,112
"185","Design","Product Design","CA","San Francisco",1000,"successful",1010,1065,0,0,0,"0",0,53082,30,59,29
"186","Comics","Webcomics","CA","Los Angeles",2500,"successful",0,0,0,0,0,"0",4631,53082,30,85,55
"187","Design","Product Design","CA","Los Angeles",1000,"successful",371,376,0,0,0,"0",0,53082,45,108,63
"188","Design","Toys","CA","Los Angeles",2500,"successful",0,1211,0,0,0,"0",0,53082,48,51,3
"189","Food","Cookbooks","CA","Burbank",15000,"successful",0,23000,0,0,0,"8582",992,53082,34,51,17
"190","Music","R&B","CA","Los Angeles",4500,"successful",0,0,0,0,0,"0",0,53082,36,41,5
"192","Comics","Webcomics","CA","San Francisco",1008,"successful",0,0,23,43,5234,"339",0,53082,60,62,2
"193","Design","Product Design","CA","San Francisco",10000,"successful",0,0,0,0,0,"0",0,53082,37,58,21
"194","Comics","Webcomics","CA","Los Angeles",40,"successful",0,0,0,0,0,"0",0,53082,30,32,2
"195","Design","Product Design","CA","Oakland",20000,"successful",13000,19000,0,0,0,"0",0,53082,40,117,77
"196","Comics","Webcomics","CA","Berkeley",10000,"successful",0,0,0,0,0,"0",5489,53082,32,49,17
"198","Music","R&B","CA","Los Angeles",3500,"successful",0,0,0,0,0,"0",199,53082,51,51,0
"199","Comics","Webcomics","CA","San Rafael",8000,"successful",0,0,0,0,0,"684",0,53082,32,95,63
"200","Comics","Webcomics","CA","Huntington Beach",5000,"successful",0,0,0,0,0,"0",0,53082,30,71,41
"201","Journalism","Photo","CA","Dana Point",6060,"failed",0,0,0,0,0,"0",0,53082,30,30,0
"202","Design","Product Design","CA","Los Angeles",3000,"successful",0,0,0,0,0,"0",0,53082,36,63,27
"203","Publishing","Literary Spaces","CA","Vallejo",5000,"successful",0,0,0,0,0,"0",0,53082,37,93,56
"204","Design","Product Design","CA","Norwalk",5000,"successful",170,205,0,0,0,"0",0,53082,40,50,10
"206","Comics","Webcomics","CA","Riverside",10000,"failed",0,0,0,0,0,"491",0,53082,30,30,0
"208","Film & Video","Comedy","CA","Los Angeles",1500,"successful",0,0,0,0,0,"0",0,53082,39,44,5
"209","Design","Design","CA","San Diego",10000,"successful",0,0,0,0,0,"0",0,53082,30,45,15
"210","Comics","Webcomics","CA","Costa Mesa",4500,"successful",107,109,0,0,0,"0",1334,53082,30,100,70
"211","Design","Toys","CA","San Diego",3000,"successful",0,0,0,0,0,"6921",0,53082,36,80,44
"212","Music","R&B","CA","Los Angeles",4000,"successful",0,0,0,0,0,"0",0,53082,30,70,40
"216","Design","Graphic Design","CA","San Francisco",1200,"successful",0,0,0,0,0,"1011",0,53082,30,42,12
"217","Music","R&B","CA","San Diego",3000,"successful",502,508,0,0,0,"0",0,53082,45,48,3
"219","Music","R&B","CA","Los Angeles",4000,"successful",0,3974,127,12200,3321548,"1758",0,53082,30,85,55
"220","Design","Product Design","CA","Costa Mesa",15000,"successful",53,57,0,0,0,"0",0,53082,40,142,102
"221","Design","Design","CA","San Francisco",1000,"successful",0,0,0,0,0,"0",0,53082,30,37,7
"222","Design","Product Design","CA","San Francisco",10000,"successful",0,0,0,0,0,"0",0,53082,45,141,96
"223","Design","Toys","CA","San Diego",4500,"successful",2451,3297,0,0,0,"1213",0,53082,46,48,2
"225","Comics","Webcomics","CA","Fresno",300,"successful",0,0,0,0,0,"0",0,53082,14,66,52
"226","Design","Product Design","CA","San Francisco",2500,"successful",0,0,0,0,0,"0",0,53082,30,40,10
"227","Comics","Webcomics","CA","Los Angeles",12000,"successful",0,38000,18,1650,124855,"5400",2475,53082,34,82,48
"228","Comics","Webcomics","CA","San Diego",750,"successful",0,0,0,0,0,"0",0,53082,31,116,85
"229","Comics","Webcomics","CA","Los Angeles",8000,"successful",0,6200,0,0,0,"39400",9758,53082,31,52,21
"230","Journalism","Photo","CA","Los Angeles",17729,"failed",0,0,0,0,0,"0",0,53082,30,44,14
"231","Technology","Sound","CA","San Francisco",20000,"successful",0,0,0,0,0,"0",0,53082,45,55,10
"232","Comics","Webcomics","CA","Fullerton",94000,"failed",0,0,0,0,0,"0",0,53082,56,57,1
"233","Design","Toys","CA","Los Angeles",2500,"successful",0,0,0,0,0,"713",0,53082,30,78,48
"234","Comics","Webcomics","CA","Los Angeles",1000,"successful",45228,45852,8,5860,52797,"25400",22700,53082,25,26,1
"235","Technology","Sound","CA","Fountain Valley",50000,"successful",79000,79000,35,874,376377,"11000",4003,53082,29,63,34
"236","Music","R&B","CA","Los Angeles",5000,"successful",0,3326,0,0,0,"0",0,53082,35,56,21
"237","Design","Product Design","CA","San Francisco",6200,"successful",0,0,0,0,0,"625",0,53082,41,177,136
"239","Film & Video","Comedy","CA","Los Angeles",10000,"successful",0,0,0,0,0,"1333",0,53082,30,103,73
"240","Publishing","Literary Spaces","CA","Culver City",90000,"successful",0,0,0,0,0,"0",27300,53082,30,86,56
"241","Film & Video","Comedy","CA","Los Angeles",5000,"successful",0,0,0,0,0,"0",0,53082,30,56,26
"242","Technology","Sound","CA","Irvine",10000,"successful",0,0,0,0,0,"0",0,53082,21,118,97
"243","Film & Video","Comedy","CA","Los Angeles",15000,"successful",0,0,0,0,0,"0",0,53082,21,25,4
"244","Design","Product Design","CA","San Francisco",5000,"successful",0,0,0,0,0,"2173",0,53082,31,84,53
"245","Design","Product Design","CA","Hollywood",500,"successful",0,0,0,0,0,"0",0,53082,35,43,8
"246","Comics","Webcomics","CA","Los Angeles",12500,"successful",2500,2400,64,2830,1272073,"0",9140,53082,32,112,80
"248","Comics","Webcomics","CA","Los Angeles",35000,"successful",0,6203,0,0,0,"39400",9758,53082,30,596,566
"249","Food","Cookbooks","CA","San Diego",2000,"successful",0,0,0,0,0,"0",0,53082,30,33,3
"250","Comics","Webcomics","CA","Fresno",220,"successful",0,0,0,0,0,"0",0,53082,11,14,3
"251","Comics","Webcomics","CA","Eureka",3500,"failed",0,0,0,0,0,"0",0,53082,47,47,0
"252","Music","R&B","CA","Los Angeles",4000,"successful",0,0,0,0,0,"0",0,53082,30,39,9
"254","Publishing","Literary Spaces","CA","Los Angeles",10000,"successful",1903,1989,0,0,0,"10800",724,53082,30,66,36
"255","Publishing","Literary Spaces","CA","Oakland",15000,"successful",0,0,0,0,0,"0",0,53082,45,53,8
"256","Comics","Webcomics","CA","San Diego",1200,"successful",NA,NA,0,0,0,"0",0,53082,30,189,159
"257","Design","Product Design","CA","Sacramento",2000,"successful",0,0,0,0,0,"0",0,53082,18,19,1
"258","Comics","Webcomics","CA","Los Angeles",30000,"successful",0,6203,0,0,0,"39400",9749,53082,30,89,59
"259","Design","Product Design","CA","Los Angeles",5000,"successful",0,0,0,0,0,"9587",0,53082,44,78,34
"260","Design","Product Design","CA","Palmdale",1000,"successful",0,0,0,0,0,"0",0,53082,10,13,3
"261","Comics","Webcomics","CA","Fresno",120,"successful",0,0,0,0,0,"0",0,53082,9,12,3
"262","Journalism","Photo","CA","Oakland",3000,"successful",0,0,0,0,0,"0",0,53082,45,49,4
"264","Comics","Webcomics","CA","Los Angeles",5000,"successful",0,0,0,0,0,"0",0,53082,30,106,76
"265","Comics","Webcomics","CA","Oakland",500,"successful",0,0,0,0,0,"0",0,53082,31,39,8
"266","Comics","Webcomics","CA","San Diego",25000,"failed",159,161,0,0,0,"0",227,53082,39,54,15
"267","Publishing","Literary Spaces","CA","Hollywood",24999,"failed",0,0,0,0,0,"0",0,53082,60,60,0
"269","Comics","Webcomics","CA","Los Angeles",5000,"successful",0,0,0,0,0,"0",0,53082,30,1745,1715
"270","Comics","Webcomics","CA","Berkeley",10000,"successful",0,0,0,0,0,"0",0,53082,43,44,1
"271","Design","Product Design","CA","San Francisco",5000,"successful",0,0,0,0,0,"0",0,53082,30,39,9
"272","Film & Video","Comedy","CA","Los Angeles",12000,"successful",0,0,0,0,0,"0",0,53082,30,35,5
"274","Comics","Webcomics","CA","Los Angeles",25000,"successful",0,6203,0,0,0,"39400",9749,53082,29,65,36
"275","Design","Product Design","CA","Sunnyvale",1888,"successful",1582,1611,0,0,0,"0",0,53082,25,43,18
"276","Design","Product Design","CA","San Francisco",6000,"successful",0,0,0,0,0,"0",0,53082,40,74,34
"277","Design","Product Design","CA","Los Angeles",8200,"successful",0,0,0,0,0,"0",0,53082,32,50,18
"278","Comics","Webcomics","CA","Los Angeles",2000,"successful",0,0,0,0,0,"0",0,53082,30,59,29
"279","Film & Video","Comedy","CA","Los Angeles",75000,"successful",0,0,0,0,0,"0",0,53082,50,63,13
"280","Food","Cookbooks","CA","San Diego",250,"successful",0,0,0,0,0,"0",16,53082,35,63,28
"281","Design","Product Design","CA","San Francisco",20000,"successful",0,0,0,0,0,"0",6052,53082,51,69,18
"283","Publishing","Literary Spaces","CA","Los Angeles",3000,"failed",0,0,0,0,0,"0",0,53082,60,101,41
"284","Comics","Webcomics","CA","Los Angeles",12000,"failed",279,282,0,0,0,"0",0,53082,31,109,78
"285","Design","Product Design","CA","Venice",20000,"successful",0,0,0,0,0,"18300",0,53082,30,115,85
"286","Theater","Spaces","CA","Los Angeles",10000,"failed",0,0,0,0,0,"0",0,53082,60,100,40
"288","Comics","Webcomics","CA","Los Angeles",20000,"successful",0,0,0,0,0,"0",1334,53082,30,46,16
"289","Film & Video","Comedy","CA","San Francisco",500,"successful",4268,4239,0,0,0,"0",0,53082,60,60,0
"290","Comics","Webcomics","CA","Los Angeles",40000,"successful",0,0,0,0,0,"0",0,53082,29,119,90
"291","Design","Product Design","CA","Los Angeles",10000,"successful",865,1032,0,0,0,"0",0,53082,30,63,33
"292","Design","Toys","CA","Los Angeles",5000,"successful",0,0,0,0,0,"0",0,53082,21,79,58
"293","Design","Product Design","CA","Murphys",3500,"successful",7760,8209,0,0,0,"16000",0,53082,30,32,2
"295","Comics","Webcomics","CA","Fresno",110,"successful",0,0,0,0,0,"0",0,53082,7,11,4
"296","Comics","Webcomics","CA","Los Angeles",800,"failed",0,0,0,0,0,"0",0,53082,30,39,9
"297","Film & Video","Comedy","CA","Los Angeles",30000,"successful",0,0,0,0,0,"0",0,53082,30,381,351
"299","Technology","Sound","CA","California City",10000,"successful",203,226,0,0,0,"345",0,53082,60,130,70
"300","Comics","Webcomics","CA","Los Angeles",3000,"failed",0,0,0,0,0,"0",0,53082,60,112,52
"301","Music","R&B","CA","Oakland",3000,"successful",743,787,22,322,273040,"0",539,53082,40,67,27
"302","Journalism","Photo","CA","San Diego",7000,"successful",0,0,0,0,0,"0",0,53082,30,40,10
"303","Music","R&B","CA","San Francisco",1500,"successful",NA,NA,0,0,0,"0",0,53082,30,125,95
"304","Comics","Webcomics","CA","Murrieta",20000,"failed",0,0,0,0,0,"0",395,53082,30,3028,2998
"306","Design","Toys","CA","San Diego",2000,"successful",0,0,0,0,0,"0",0,53082,30,486,456
"307","Technology","Sound","CA","San Jose",10000,"successful",0,0,0,0,0,"88",20,53082,51,421,370
"308","Music","R&B","CA","Los Angeles",2000,"successful",0,0,0,653,0,"0",0,53082,60,61,1
"309","Design","Product Design","CA","San Francisco",3500,"successful",0,0,0,0,0,"0",0,53082,30,320,290
"310","Design","Product Design","CA","Santa Rosa",4400,"successful",0,0,0,0,0,"37",0,53082,30,59,29
"311","Comics","Webcomics","CA","California City",8000,"failed",0,0,0,0,0,"0",0,53082,37,40,3
"312","Comics","Webcomics","CA","West Sacramento",2500,"failed",0,0,0,0,0,"0",0,53082,30,40,10
"313","Food","Cookbooks","CA","San Diego",35000,"successful",0,0,0,0,0,"7750",0,53082,35,56,21
"314","Food","Cookbooks","CA","Oakland",25000,"successful",621,641,0,0,0,"12300",0,53082,31,120,89
"315","Design","Product Design","CA","San Diego",5000,"successful",0,0,0,0,0,"0",0,53082,23,41,18
"316","Theater","Spaces","CA","Culver City",50000,"successful",0,0,0,0,0,"0",0,53082,30,158,128
"318","Design","Interactive Design","CA","San Francisco",1000,"successful",0,0,0,0,0,"0",0,53082,30,42,12
"319","Comics","Webcomics","CA","North Hollywood",5000,"successful",0,0,0,0,0,"0",0,53082,30,37,7
"320","Comics","Webcomics","CA","Vacaville",10350,"failed",349,346,0,0,0,"728",289,53082,35,164,129
"321","Comics","Webcomics","CA","San Diego",400,"successful",0,0,0,0,0,"0",0,53082,16,71,55
"322","Comics","Webcomics","CA","Los Angeles",20000,"successful",0,0,0,0,0,"0",0,53082,32,39,7
"323","Comics","Webcomics","CA","Los Angeles",1500,"successful",0,0,0,0,0,"0",0,53082,30,35,5
"324","Comics","Webcomics","CA","Santa Cruz",2000,"successful",0,0,0,0,0,"0",216,53082,30,34,4
"325","Comics","Webcomics","CA","Sacramento",1500,"successful",244,251,0,0,0,"368",0,53082,30,40,10
"326","Food","Cookbooks","CA","Oceanside",3480,"successful",0,0,0,0,0,"10800",0,53082,30,31,1
"328","Comics","Webcomics","CA","Novato",1500,"failed",0,0,0,0,0,"0",0,53082,30,31,1
"329","Design","Product Design","CA","San Jose",5000,"successful",0,0,0,0,0,"0",0,53082,30,348,318
