"","main_category","subcategory","loc_state","loc_name","goal","state","face.like","face_followers","youtube_videos","youtube_subscriptors","youtube_views","instagram_followers","twitter_followers","PCE","dif_launch_end","dif_create_end","dif_create_launch"
"1366","Journalism","Photo","MO","St. Louis",1000,"failed",0,0,0,0,0,"0",0,44990,30,35,5
"1367","Design","Product Design","MO","St. Louis",13700,"successful",0,0,0,0,0,"3587",0,44990,30,82,52
"1368","Comics","Webcomics","MO","St. Louis",2200,"failed",331,346,0,0,0,"0",488,44990,30,180,150
"1370","Comics","Webcomics","MO","St. Louis",900,"failed",0,0,0,0,0,"0",0,44990,18,36,18
"1371","Comics","Webcomics","MO","Branson",50,"successful",943,943,0,0,0,"0",0,44990,30,31,1
"1372","Design","Product Design","MO","St. Louis",10000,"successful",0,0,0,0,0,"0",0,44990,30,219,189
"1374","Comics","Webcomics","MO","Shell Knob",2500,"failed",0,0,0,0,0,"0",0,44990,60,60,0
"1375","Comics","Webcomics","MO","Kansas City",28000,"successful",0,0,0,0,0,"0",0,44990,30,69,39
"1376","Comics","Webcomics","MS","Hattiesburg",354000,"failed",NA,NA,0,0,0,"0",0,36445,60,344,284
"1377","Design","Product Design","MS","Vicksburg",800,"successful",0,0,0,0,0,"0",0,36445,10,12,2
"1378","Publishing","Literary Spaces","MS","Oxford",5000,"successful",0,0,0,0,0,"0",0,36445,30,41,11
"1379","Comics","Webcomics","MS","Clinton",2750,"failed",NA,NA,0,0,0,"0",0,36445,30,61,31
"1381","Publishing","Literary Spaces","MS","D'iberville",400,"failed",0,0,0,0,0,"0",0,36445,48,48,0
"1382","Comics","Webcomics","MS","Gulfport",4000,"failed",0,0,0,0,0,"0",0,36445,30,214,184
"1383","Comics","Webcomics","MS","Cleveland",250,"failed",0,0,0,0,0,"478",13,36445,15,83,68
"1384","Journalism","Photo","MT","Billings",3750,"failed",0,0,0,0,0,"0",0,47887,60,129,69
"1385","Film & Video","Comedy","MT","Red Lodge",15000,"successful",0,0,0,0,0,"0",0,47887,30,40,10
"1386","Design","Product Design","MT","Bozeman",10000,"successful",0,0,0,0,0,"0",0,47887,30,268,238
"1387","Design","Product Design","MT","Whitefish",7000,"successful",127,148,0,0,0,"0",0,47887,33,47,14
"1388","Comics","Webcomics","MT","Missoula",6000,"failed",0,0,0,0,0,"0",0,47887,58,61,3
"1389","Comics","Webcomics","MT","Bozeman",1000,"failed",NA,NA,0,0,0,"0",0,47887,30,37,7
"1390","Music","R&B","MT","Bozeman",6500,"successful",0,2509,0,0,0,"1841",0,47887,30,74,44
"1392","Journalism","Photo","MT","Missoula",10500,"failed",0,0,0,0,0,"51",0,47887,7,8,1
"1393","Journalism","Photo","MT","West Yellowstone",50000,"failed",0,0,0,0,0,"0",0,47887,30,30,0
"1394","Design","Product Design","MT","Bozeman",2500,"successful",0,0,0,0,0,"0",0,47887,16,63,47
"1395","Comics","Webcomics","NC","Durham",550,"successful",1000,3449,597,936,271331,"2953",3552,43959,14,23,9
"1396","Theater","Spaces","NC","Raleigh",10000,"successful",0,1971,0,0,0,"509",240,43959,18,60,42
"1397","Theater","Spaces","NC","Wake Forest",10000,"failed",0,0,0,0,0,"0",0,43959,60,64,4
"1398","Theater","Spaces","NC","Winston-Salem",4000,"successful",0,0,0,0,0,"0",0,43959,21,25,4
"1399","Comics","Webcomics","NC","Shelby",1000,"failed",0,0,0,0,0,"0",0,43959,30,33,3
"1400","Publishing","Literary Spaces","NC","Winston-Salem",350,"successful",0,0,0,0,0,"0",0,43959,28,44,16
"1401","Design","Product Design","NC","Fayetteville",1500,"successful",0,0,0,0,0,"0",0,43959,18,24,6
"1402","Publishing","Literary Spaces","NC","Fayetteville",200,"failed",0,0,0,0,0,"0",0,43959,30,30,0
"1403","Journalism","Photo","NC","Wilmington",2017,"failed",0,0,0,0,0,"0",0,43959,22,25,3
"1404","Comics","Webcomics","NC","Durham",8000,"failed",37,38,0,0,0,"0",0,43959,55,55,0
"1405","Music","R&B","NC","Asheville",5000,"successful",4419,4757,0,0,0,"2192",58,43959,30,39,9
"1406","Design","Product Design","NC","Wilmington",1800,"successful",0,0,0,0,0,"0",0,43959,20,27,7
"1407","Design","Product Design","NC","Jacksonville",1350,"successful",0,0,0,0,0,"0",0,43959,17,19,2
"1408","Journalism","Photo","NC","Charlotte",1000,"failed",0,0,0,0,0,"0",4893,43959,59,64,5
"1409","Comics","Webcomics","NC","Charlotte",2250,"failed",0,0,0,0,0,"1605",0,43959,35,54,19
"1410","Design","Graphic Design","NC","Catawba",300,"successful",0,0,0,0,0,"1005",0,43959,30,30,0
"1411","Music","R&B","NC","Durham",1800,"successful",0,0,0,0,0,"0",0,43959,32,34,2
"1412","Theater","Spaces","NC","Raleigh",25000,"failed",0,0,0,0,0,"0",0,43959,25,42,17
"1413","Publishing","Literary Spaces","NC","Durham",35000,"successful",0,0,0,0,0,"0",0,43959,40,78,38
"1414","Design","Product Design","NC","Charlotte",600,"successful",0,0,0,0,0,"0",0,43959,30,56,26
"1418","Theater","Spaces","NC","Charlotte",10000,"failed",0,0,0,0,0,"0",0,43959,52,83,31
"1419","Theater","Spaces","NC","Indian Trail",109225,"failed",0,0,0,0,0,"0",0,43959,30,41,11
"1420","Theater","Spaces","NC","Winston-Salem",100000,"failed",0,0,0,0,0,"0",0,43959,60,65,5
"1421","Comics","Webcomics","NC","Charlotte",9500,"successful",0,0,0,0,0,"0",0,43959,30,55,25
"1422","Comics","Webcomics","NC","Charlotte",2000,"successful",0,0,0,0,0,"0",0,43959,30,31,1
"1423","Comics","Webcomics","NC","Fayetteville",9000,"successful",NA,NA,0,0,0,"0",0,43959,30,432,402
"1426","Music","R&B","NC","Goldsboro",500,"successful",0,32,0,0,0,"0",0,43959,21,28,7
"1427","Music","R&B","NC","Charlotte",1000,"successful",0,0,0,0,0,"0",0,43959,30,32,2
"1429","Comics","Webcomics","NC","Raleigh",22000,"successful",0,0,0,0,0,"0",69000,43959,30,39,9
"1431","Publishing","Literary Spaces","NC","Butner",7000,"failed",0,0,0,0,0,"0",0,43959,30,35,5
"1432","Comics","Webcomics","NC","Pittsboro",1500,"failed",0,0,0,0,0,"0",399,43959,20,23,3
"1433","Journalism","Photo","NC","Chapel Hill",2000,"failed",0,0,0,0,0,"0",779,43959,30,31,1
"1434","Comics","Webcomics","NC","Asheville",1500,"successful",0,0,0,0,0,"0",647,43959,30,117,87
"1435","Theater","Spaces","NC","Greensboro",3000,"successful",0,0,0,0,0,"0",0,43959,30,80,50
"1436","Theater","Spaces","NC","Jacksonville",25000,"failed",0,0,0,0,0,"0",0,43959,30,30,0
"1438","Design","Toys","NC","Mebane",6800,"successful",5774,7142,0,0,0,"101000",0,43959,30,34,4
"1439","Comics","Webcomics","NC","Edenton",600,"successful",52,53,0,0,0,"0",0,43959,30,81,51
"1440","Comics","Webcomics","NC","Charlotte",355,"successful",55,62,0,0,0,"0",0,43959,27,30,3
"1441","Design","Toys","NC","Gastonia",10000,"successful",1344,1457,0,0,0,"2775",2215,43959,30,140,110
"1442","Comics","Webcomics","NC","Asheville",750,"successful",0,0,0,0,0,"0",0,43959,58,63,5
"1443","Music","R&B","NC","Raleigh",1200,"successful",716,773,22,196,20987,"1611",0,43959,30,54,24
"1444","Design","Product Design","NC","Apex",5000,"successful",0,0,0,0,0,"0",0,43959,30,49,19
"1445","Comics","Webcomics","NC","Durham",500,"successful",0,0,0,0,0,"0",0,43959,30,57,27
"1446","Journalism","Photo","NC","Winston-Salem",50000,"failed",0,0,0,0,0,"0",2584,43959,30,63,33
"1447","Comics","Webcomics","NC","Cary",10000,"failed",4122,4470,0,0,0,"26000",9136,43959,30,67,37
"1448","Theater","Spaces","NC","Asheville",12500,"failed",0,0,0,0,0,"0",0,43959,30,52,22
"1449","Comics","Webcomics","NC","Charlotte",9000,"successful",0,0,0,0,0,"0",40400,43959,25,51,26
"1450","Comics","Webcomics","NC","Concord",250,"failed",0,0,0,0,0,"0",0,43959,60,60,0
"1451","Journalism","Photo","NC","Durham",650,"successful",0,0,0,0,0,"0",0,43959,60,98,38
"1452","Design","Product Design","NC","Clayton",1500,"successful",0,0,0,0,0,"0",0,43959,20,23,3
"1453","Comics","Webcomics","NC","Wilkesboro",3800,"failed",15000,15000,0,0,0,"0",0,43959,22,27,5
"1454","Theater","Spaces","NC","Charlotte",35000,"failed",0,0,0,0,0,"0",0,43959,55,70,15
"1455","Comics","Webcomics","NC","Cary",5000,"failed",0,0,0,0,0,"0",0,43959,60,60,0
"1456","Publishing","Literary Spaces","NC","Uptown",4500,"successful",0,0,0,0,0,"0",0,43959,59,61,2
"1457","Comics","Webcomics","NC","Wilkesboro",1500,"successful",878,898,21,25,893,"120",38,43959,30,39,9
"1458","Comics","Webcomics","NC","Raleigh",5000,"failed",52,53,0,0,0,"0",0,43959,30,31,1
"1459","Journalism","Photo","ND","Williston",29000,"successful",0,0,0,0,0,"1",0,48182,25,43,18
"1460","Comics","Webcomics","ND","Fargo",3000,"successful",98,102,0,0,0,"0",258,48182,31,82,51
"1461","Theater","Spaces","ND","Minot",10600,"successful",1667,1677,0,0,0,"0",0,48182,30,47,17
"1462","Theater","Spaces","ND","Fargo",600,"successful",0,0,0,0,0,"0",0,48182,30,43,13
"1463","Theater","Spaces","ND","Fargo",750,"failed",0,0,0,0,0,"0",0,48182,14,35,21
"1465","Theater","Spaces","ND","Fargo",600,"successful",0,0,0,0,0,"0",0,48182,21,23,2
"1468","Comics","Webcomics","NE","Omaha",9000,"successful",0,0,0,0,0,"0",0,55813,30,48,18
"1469","Comics","Webcomics","NE","Omaha",9000,"successful",0,0,0,0,0,"0",0,46190,30,48,18
"1470","Design","Product Design","NE","Lincoln",1400,"successful",0,0,0,0,0,"0",0,55813,22,25,3
"1471","Design","Product Design","NE","Lincoln",1400,"successful",0,0,0,0,0,"0",0,46190,22,25,3
"1472","Comics","Webcomics","NE","Bellevue",600,"successful",0,0,0,0,0,"0",70500,55813,47,155,108
"1473","Comics","Webcomics","NE","Bellevue",600,"successful",0,0,0,0,0,"0",70500,46190,47,155,108
"1474","Film & Video","Comedy","NE","Lincoln",1500,"successful",0,0,0,0,0,"261",0,55813,30,43,13
"1475","Film & Video","Comedy","NE","Lincoln",1500,"successful",0,0,0,0,0,"261",0,46190,30,43,13
"1476","Comics","Webcomics","NE","Omaha",6000,"failed",0,0,0,0,0,"0",0,55813,30,55,25
"1477","Comics","Webcomics","NE","Omaha",6000,"failed",0,0,0,0,0,"0",0,46190,30,55,25
"1478","Comics","Webcomics","NE","Omaha",15000,"failed",0,0,0,0,0,"0",0,55813,60,67,7
"1479","Comics","Webcomics","NE","Omaha",15000,"failed",0,0,0,0,0,"0",0,46190,60,67,7
"1480","Comics","Webcomics","NE","Omaha",85000,"failed",0,0,0,0,0,"0",0,55813,60,756,696
"1481","Comics","Webcomics","NE","Omaha",85000,"failed",0,0,0,0,0,"0",0,46190,60,756,696
"1482","Comics","Webcomics","NH","Merrimack",2500,"successful",0,0,47,24,1154,"0",0,56727,22,23,1
"1483","Comics","Webcomics","NH","Concord",600,"failed",182,180,0,0,0,"0",0,56727,25,41,16
"1484","Comics","Webcomics","NH","Durham",5000,"failed",NA,NA,0,0,0,"0",0,56727,30,31,1
"1485","Journalism","Photo","NH","Portsmouth",2800,"successful",0,0,0,0,0,"0",0,56727,39,44,5
"1486","Comics","Webcomics","NH","Nashua",10000,"failed",0,0,0,0,0,"0",0,56727,30,30,0
"1488","Publishing","Literary Spaces","NJ","Highland Park",15000,"successful",0,0,0,0,0,"0",0,54700,30,89,59
"1489","Design","Toys","NJ","New Brunswick",4000,"successful",0,0,0,0,0,"0",5828,54700,20,83,63
"1490","Food","Cookbooks","NJ","Morristown",5000,"successful",0,0,49,1490,60129,"21000",0,54700,30,32,2
"1491","Music","R&B","NJ","Jersey City",1000,"successful",0,0,2,30,1016,"0",0,54700,40,40,0
"1492","Comics","Webcomics","NJ","Hackettstown",350,"successful",0,0,0,0,0,"0",0,54700,29,31,2
"1493","Design","Product Design","NJ","Jersey City",2000,"successful",0,0,0,0,0,"0",0,54700,60,70,10
"1494","Film & Video","Comedy","NJ","Elizabeth",5000,"successful",0,0,0,0,0,"0",0,54700,60,78,18
"1495","Journalism","Photo","NJ","Atlantic City",5000,"failed",0,0,0,0,0,"0",0,54700,30,30,0
"1496","Comics","Webcomics","NJ","Belvidere",500,"failed",22,23,0,0,0,"0",101,54700,30,75,45
"1497","Design","Product Design","NJ","Piscataway",5000,"successful",0,0,0,0,0,"0",0,54700,17,35,18
"1498","Comics","Webcomics","NJ","Morristown",4500,"successful",508,516,0,0,0,"0",0,54700,30,47,17
"1499","Comics","Webcomics","NJ","Montclair",100,"successful",0,0,0,0,0,"0",0,54700,45,64,19
"1500","Food","Cookbooks","NJ","Wyckoff",19400,"successful",901,941,0,0,0,"0",0,54700,30,2084,2054
"1501","Design","Product Design","NJ","Edison",350,"successful",0,0,0,0,0,"0",1,54700,37,93,56
"1502","Comics","Webcomics","NJ","Clementon",3500,"failed",0,0,0,0,0,"0",0,54700,30,30,0
"1503","Food","Cookbooks","NJ","Jersey City",6500,"successful",0,0,0,0,0,"336",0,54700,25,55,30
"1504","Technology","Sound","NJ","Bayonne",15000,"successful",0,0,0,0,0,"0",0,54700,19,48,29
"1505","Comics","Webcomics","NJ","Summit",3000,"failed",0,0,0,0,0,"0",0,54700,45,242,197
"1507","Comics","Webcomics","NJ","East Orange",1500,"failed",0,0,0,0,0,"0",0,54700,60,100,40
"1508","Design","Product Design","NJ","Edison",350,"successful",0,0,0,0,0,"0",1,54700,44,125,81
"1509","Comics","Webcomics","NJ","Sicklerville",1650,"failed",0,0,0,0,0,"0",0,54700,39,51,12
"1510","Comics","Webcomics","NJ","Maplewood",700,"successful",0,0,0,0,0,"0",1233,54700,23,25,2
"1511","Design","Product Design","NJ","Edison",350,"successful",0,0,0,0,0,"0",1,54700,30,97,67
"1512","Theater","Spaces","NJ","Highland Park",15000,"failed",0,0,0,0,0,"0",0,54700,33,104,71
"1513","Comics","Webcomics","NJ","Montclair",10000,"failed",0,0,0,0,0,"0",0,54700,30,32,2
"1514","Design","Product Design","NJ","Jersey City",10000,"successful",0,0,0,0,0,"0",0,54700,30,94,64
"1515","Food","Cookbooks","NJ","Pennsville",200,"successful",0,0,0,0,0,"0",0,54700,14,15,1
"1516","Design","Product Design","NJ","Englewood",1000,"successful",0,0,0,0,0,"0",0,54700,30,93,63
"1517","Theater","Spaces","NJ","Upper Freehold",6000,"successful",0,0,0,0,0,"0",0,54700,59,61,2
"1518","Publishing","Literary Spaces","NJ","Peapack and Gladstone",33333,"failed",0,0,0,0,0,"0",0,54700,21,55,34
"1520","Comics","Webcomics","NJ","Morris Plains",3500,"successful",508,516,0,0,0,"0",0,54700,30,70,40
"1522","Design","Product Design","NJ","Rumson",6000,"successful",0,0,0,0,0,"0",0,54700,20,268,248
"1523","Design","Toys","NJ","Upper Saddle River",6000,"successful",0,0,0,0,0,"2722",1481,54700,28,133,105
"1524","Design","Product Design","NJ","Jersey City",2000,"successful",0,0,0,0,0,"0",0,54700,40,64,24
"1530","Theater","Spaces","NJ","Jersey City",12000,"failed",0,0,0,0,0,"0",0,54700,60,60,0
"1531","Comics","Webcomics","NJ","Old Bridge",1000,"successful",0,0,0,0,0,"0",0,54700,30,51,21
"1532","Comics","Webcomics","NJ","Sayreville",700,"successful",0,0,0,0,0,"0",0,54700,30,66,36
"1534","Theater","Spaces","NM","Albuquerque",50000,"failed",0,0,0,0,0,"0",0,40028,30,32,2
"1535","Comics","Webcomics","NM","Rio Rancho",3000,"failed",0,0,0,0,0,"0",0,40028,60,127,67
"1536","Comics","Webcomics","NM","Gallup",2000,"failed",0,0,0,0,0,"0",0,40028,60,72,12
"1537","Comics","Webcomics","NM","Roswell",3000,"failed",0,0,0,0,0,"0",0,40028,30,53,23
"1538","Publishing","Literary Spaces","NM","Albuquerque",2000,"successful",0,0,0,0,0,"0",0,40028,30,44,14
"1540","Design","Product Design","NM","Santa Fe",350,"successful",0,0,0,0,0,"0",251,40028,27,30,3
"1541","Journalism","Photo","NM","Santa Fe",15000,"failed",0,0,0,0,0,"0",0,40028,45,52,7
"1542","Comics","Webcomics","NM","Santa Fe",16600,"successful",0,527,33,678,567536,"876",2973,40028,30,101,71
"1543","Publishing","Literary Spaces","NM","Albuquerque",15000,"failed",210,215,0,0,0,"220",2097,40028,29,30,1
"1544","Theater","Spaces","NM","Las Cruces",5000,"failed",0,0,0,0,0,"0",0,40028,35,42,7
"1545","Comics","Webcomics","NM","Albuquerque",1000,"failed",0,0,0,0,0,"0",0,40028,7,7,0
"1546","Publishing","Literary Spaces","NM","Albuquerque",50000,"failed",0,0,0,0,0,"0",0,40028,45,72,27
"1547","Comics","Webcomics","NM","Gallup",500,"failed",0,0,0,0,0,"0",0,40028,60,60,0
"1548","Comics","Webcomics","NV","Las Vegas",1000,"failed",0,0,0,0,0,"0",0,44831,60,100,40
"1549","Comics","Webcomics","NV","Las Vegas",17000,"successful",0,0,0,0,0,"0",3,44831,30,32,2
"1550","Theater","Spaces","NV","Sparks",1350,"successful",0,0,0,0,0,"0",0,44831,15,16,1
"1551","Music","R&B","NV","Las Vegas",1500,"successful",0,32,0,0,0,"0",0,44831,30,31,1
"1552","Comics","Webcomics","NV","Reno",50000,"failed",0,0,0,0,0,"0",0,44831,30,441,411
"1553","Comics","Webcomics","NV","Reno",1550,"failed",NA,NA,0,0,0,"0",0,44831,60,60,0
"1555","Publishing","Literary Spaces","NV","Las Vegas",38000,"failed",237,244,0,0,0,"0",0,44831,60,70,10
"1556","Technology","Sound","NV","Reno",20000,"successful",0,0,0,0,0,"0",0,44831,51,111,60
"1559","Design","Toys","NV","Las Vegas",1500,"successful",0,0,0,0,0,"0",0,44831,55,104,49
"1560","Journalism","Photo","NV","Las Vegas",2000,"failed",NA,NA,0,0,0,"0",0,44831,30,36,6
"1561","Film & Video","Comedy","NV","Las Vegas",500,"successful",0,0,0,0,0,"260",0,44831,14,17,3
"1562","Theater","Spaces","NV","Las Vegas",5000,"successful",2338,2450,0,0,0,"0",423,44831,30,39,9
"1563","Comics","Webcomics","NV","Area 51",10000,"successful",0,0,0,0,0,"0",1535,44831,30,32,2
"1564","Comics","Webcomics","NV","North Las Vegas",1400,"failed",0,0,0,0,0,"0",0,44831,40,69,29
"1566","Journalism","Photo","NV","Las Vegas",10000,"failed",0,0,0,0,0,"0",0,44831,51,59,8
"1567","Comics","Webcomics","NV","Las Vegas",60000,"failed",0,0,0,0,0,"0",448,44831,38,132,94
"1568","Music","R&B","NV","Reno",1,"successful",0,5914,0,0,0,"0",0,44831,59,91,32
"1569","Comics","Webcomics","NV","Las Vegas",9000,"failed",0,0,0,0,0,"0",0,44831,30,334,304
"1570","Journalism","Photo","NV","Elko",50000,"failed",0,0,0,0,0,"0",0,44831,30,431,401
"1571","Journalism","Photo","NV","Las Vegas",5000,"failed",0,0,0,0,0,"0",0,44831,30,55,25
"1572","Comics","Webcomics","NV","Las Vegas",10,"successful",0,0,0,0,0,"0",0,44831,7,17,10
"1573","Design","Product Design","NY","New York",5000,"successful",0,0,26,127,31146,"1007",0,53255,35,89,54
"1574","Food","Cookbooks","NY","New York",2000,"successful",0,0,0,0,0,"0",0,53255,30,59,29
"1575","Comics","Webcomics","NY","New York",10000,"successful",0,0,0,0,0,"0",0,53255,31,45,14
"1576","Comics","Webcomics","NY","New York",25000,"successful",0,0,0,0,0,"48000",70600,53255,29,71,42
"1578","Design","Product Design","NY","New York",5000,"successful",0,0,0,0,0,"0",0,53255,28,96,68
"1579","Film & Video","Comedy","NY","New York",8000,"successful",0,0,0,0,0,"0",0,53255,55,55,0
"1580","Film & Video","Comedy","NY","New York",10000,"successful",143,143,0,0,0,"0",0,53255,60,94,34
"1582","Comics","Webcomics","NY","New York",75000,"successful",0,0,0,0,0,"0",70500,53255,40,57,17
"1583","Comics","Webcomics","NY","Bronx",1000,"successful",0,694,0,0,0,"0",0,53255,60,71,11
"1584","Food","Cookbooks","NY","New York",2000,"successful",0,0,0,0,0,"5109",51100,53255,29,38,9
"1585","Food","Cookbooks","NY","New York",15000,"successful",0,0,0,0,0,"0",0,53255,34,105,71
"1586","Journalism","Photo","NY","New York",750000,"failed",0,0,0,0,0,"0",0,53255,60,61,1
"1588","Food","Cookbooks","NY","Brooklyn",10000,"successful",1290,1318,0,0,0,"2382",295,53255,31,109,78
"1589","Journalism","Photo","NY","Adirondack",75,"successful",0,0,0,0,0,"0",0,53255,10,10,0
"1590","Comics","Webcomics","NY","Brooklyn",20000,"successful",0,0,0,0,0,"0",0,53255,30,43,13
"1591","Technology","Sound","NY","Brooklyn",25000,"successful",0,0,0,0,0,"0",3778,53255,28,59,31
"1592","Publishing","Literary Spaces","NY","New York",18000,"successful",NA,NA,0,0,0,"0",0,53255,25,39,14
"1593","Comics","Webcomics","NY","New York",10000,"successful",675,656,0,0,0,"211",144,53255,32,37,5
"1594","Publishing","Literary Spaces","NY","Crown Heights",18420,"successful",1515,1527,0,0,0,"0",0,53255,21,51,30
"1595","Theater","Spaces","NY","New York",3500,"successful",696,749,0,0,0,"975",0,53255,32,38,6
"1596","Music","R&B","NY","New York",1,"successful",0,0,0,0,0,"0",0,53255,30,80,50
"1597","Film & Video","Comedy","NY","Buffalo",15000,"successful",0,0,0,0,0,"0",0,53255,32,64,32
"1599","Design","Product Design","NY","New York",10000,"successful",0,0,0,0,0,"0",0,53255,31,39,8
"1600","Technology","Sound","NY","New York",15000,"successful",0,0,0,0,0,"0",0,53255,59,99,40
"1601","Comics","Webcomics","NY","New York",750,"successful",766,785,0,0,0,"37400",1971,53255,31,73,42
"1602","Music","R&B","NY","Brooklyn",4000,"successful",1098,1096,0,0,0,"1630",1129,53255,31,41,10
"1603","Journalism","Photo","NY","New York",475,"successful",0,0,0,0,0,"0",0,53255,30,37,7
"1604","Comics","Webcomics","NY","New York",4100,"failed",0,0,0,0,0,"0",0,53255,31,199,168
"1605","Film & Video","Comedy","NY","New York",300,"successful",0,0,0,0,0,"0",0,53255,14,15,1
"1606","Music","R&B","NY","Brooklyn",1000,"successful",0,0,0,0,0,"1140",0,53255,30,52,22
"1607","Food","Cookbooks","NY","Long Island",25000,"successful",0,0,0,0,0,"0",584,53255,40,234,194
"1608","Theater","Spaces","NY","Rochester",5000,"successful",0,0,0,0,0,"0",0,53255,21,26,5
"1609","Design","Product Design","NY","Brooklyn",900,"successful",0,0,0,0,0,"0",0,53255,14,16,2
"1611","Film & Video","Comedy","NY","New York",30000,"successful",0,0,0,0,0,"0",0,53255,30,40,10
"1612","Food","Cookbooks","NY","New York",50000,"successful",4600,4700,0,0,0,"8,346",990,53255,32,52,20
"1613","Comics","Webcomics","NY","New York",250,"successful",0,0,0,0,0,"1851",376,53255,30,39,9
"1614","Publishing","Literary Spaces","NY","New York",7500,"successful",0,0,0,0,0,"0",731,53255,16,30,14
"1615","Music","R&B","NY","New York",16000,"successful",0,0,0,0,0,"0",0,53255,30,56,26
"1616","Design","Product Design","NY","Islip",9000,"successful",0,0,0,0,0,"0",0,53255,30,178,148
"1617","Technology","Sound","NY","New York",10000,"successful",0,0,0,0,0,"0",0,53255,44,91,47
"1618","Design","Product Design","NY","New York",10000,"successful",0,0,0,0,0,"0",0,53255,30,44,14
"1619","Comics","Webcomics","NY","New York",10000,"successful",0,1450,0,16000,5519393,"0",6116,53255,32,73,41
"1620","Theater","Spaces","NY","Larchmont",5000,"failed",0,0,0,0,0,"0",0,53255,60,79,19
"1621","Technology","Sound","NY","Great Neck",5000,"successful",8043,8468,0,0,0,"6173",0,53255,30,78,48
"1624","Journalism","Photo","NY","Syracuse",9000,"failed",0,0,0,0,0,"0",15300,53255,30,42,12
"1625","Comics","Webcomics","NY","New York",25000,"successful",0,0,0,0,0,"0",3899,53255,29,60,31
"1626","Music","R&B","NY","New York",20000,"successful",0,3157,0,0,0,"1021",0,53255,45,47,2
"1627","Technology","Sound","NY","New York",1000,"successful",0,0,0,0,0,"0",0,53255,30,77,47
"1628","Film & Video","Comedy","NY","New York",3700,"successful",0,0,292,7530,1623011,"0",4126,53255,5,24,19
"1629","Theater","Spaces","NY","Upper East Side",100000,"failed",92,91,0,0,0,"0",0,53255,37,69,32
"1630","Theater","Spaces","NY","Brooklyn",25000,"successful",0,0,0,0,0,"3165",0,53255,36,55,19
"1632","Theater","Spaces","NY","New York",300,"successful",0,0,0,0,0,"0",0,53255,16,38,22
"1634","Design","Product Design","NY","New York",5000,"successful",0,0,0,0,0,"0",0,53255,30,49,19
"1635","Comics","Webcomics","NY","New York",3500,"failed",0,0,0,0,0,"0",0,53255,30,89,59
"1636","Comics","Webcomics","NY","New York",13000,"successful",0,1449,0,16000,5519393,"0",6097,53255,30,64,34
"1637","Music","R&B","NY","New York",1,"successful",NA,NA,0,0,0,"0",0,53255,30,75,45
"1638","Design","Product Design","NY","Long Island",1400,"successful",207,227,0,0,0,"1051",10,53255,30,249,219
"1639","Food","Cookbooks","NY","New York",36000,"successful",0,0,0,0,0,"1468",0,53255,38,93,55
"1640","Music","R&B","NY","Brooklyn",8000,"successful",0,0,0,0,0,"0",0,53255,30,108,78
"1641","Theater","Spaces","NY","Gowanus",10000,"successful",0,0,0,0,0,"0",0,53255,36,54,18
"1642","Food","Cookbooks","NY","New York",4500,"successful",0,0,0,0,0,"10400",0,53255,30,38,8
"1644","Theater","Spaces","NY","Brooklyn",26000,"successful",10000,10000,0,0,0,"10100",5413,53255,31,47,16
"1647","Design","Product Design","NY","New York",20000,"successful",0,0,0,0,0,"0",0,53255,30,58,28
"1648","Comics","Webcomics","NY","New York",1350,"successful",766,785,0,0,0,"37400",1971,53255,30,49,19
"1649","Theater","Spaces","NY","Buffalo",10000,"failed",0,0,0,0,0,"0",0,53255,30,32,2
"1650","Comics","Webcomics","NY","Bronx",3000,"failed",0,0,0,0,0,"0",0,53255,22,322,300
"1651","Design","Product Design","NY","New York",1450,"successful",0,0,0,0,0,"0",0,53255,5,34,29
"1652","Design","Product Design","NY","Mechanicville",1100,"successful",0,0,0,0,0,"10000",0,53255,15,22,7
"1653","Film & Video","Comedy","NY","New York",600,"successful",0,0,0,0,0,"0",0,53255,14,15,1
"1656","Theater","Spaces","NY","Babylon",20000,"failed",3956,3925,0,0,0,"0",0,53255,60,126,66
"1657","Comics","Webcomics","NY","New York",1500,"failed",0,0,0,0,0,"0",0,53255,30,30,0
"1658","Comics","Webcomics","NY","New York",500,"successful",96,93,0,0,0,"0",0,53255,15,55,40
"1659","Comics","Webcomics","NY","Brooklyn",1200,"successful",0,0,0,0,0,"0",0,53255,30,42,12
"1660","Music","R&B","NY","New York",12500,"successful",0,31000,0,0,0,"0",0,53255,30,70,40
"1661","Food","Cookbooks","NY","Staten Island",10,"successful",0,0,700,1060,188046,"0",528000,53255,30,77,47
"1663","Theater","Spaces","NY","Rochester",2500,"failed",0,0,0,0,0,"0",0,53255,22,32,10
"1664","Music","R&B","NY","New York",6000,"successful",5062,5023,319,1550,597856,"0",3698,53255,60,70,10
"1665","Comics","Webcomics","NY","Oswego",11980,"failed",0,0,747,2240,1223135,"0",0,53255,60,67,7
"1668","Music","R&B","NY","Brooklyn",20000,"successful",2695,2722,18,685,108880,"4788",705,53255,31,89,58
"1669","Comics","Webcomics","NY","Lindenhurst",12000,"failed",0,0,0,0,0,"0",0,53255,30,156,126
"1670","Comics","Webcomics","NY","New York",1500,"failed",0,0,0,0,0,"0",0,53255,60,60,0
"1671","Comics","Webcomics","NY","Westchester",35000,"successful",0,0,0,0,0,"0",23300,53255,30,147,117
"1672","Theater","Spaces","NY","New York",500,"successful",0,0,0,0,0,"0",0,53255,44,50,6
